Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
Oppenheimer Disciplined Allocation A,OppenheimerFunds,,FOUSA00BTU,19850916,Allocation--50% to 70% Equity,Allocation,A,Yes,19850916,,No,20060512,Merged,Oppenheimer Balanced A,,"105,970,270.0000000000","127,947,517.0000000000",,1 Star,,,Morningstar Mod Tgt Risk TR USD,,,,,
Oppenheimer Disciplined Allocation B,OppenheimerFunds,,FOUSA00BN0,19950929,Allocation--50% to 70% Equity,Allocation,B,No,19850916,,No,20060512,Merged,Oppenheimer Balanced B,,"11,645,836.0000000000","127,947,517.0000000000",,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Oppenheimer Disciplined Allocation C,OppenheimerFunds,,FOUSA00ISQ,19960501,Allocation--50% to 70% Equity,Allocation,C,No,19850916,,No,20060512,Merged,Oppenheimer Balanced C,,"8,507,897.0000000000","127,947,517.0000000000",,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Oppenheimer Disciplined Allocation N,OppenheimerFunds,,FOUSA02TDG,20010301,Allocation--50% to 70% Equity,Allocation,N,No,19850916,,No,20060512,Merged,Oppenheimer Balanced N,,"1,823,514.0000000000","127,947,517.0000000000",,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Strong Blue Chip Adv,Strong Equity Funds Inc,,FOUSA00G66,20000229,Large Growth,U.S. Equity,Adv,No,19970701,,No,20011228,Merged,Strong Blue Chip Inv,,"3,835,331.0000000000","127,922,839.0000000000",,,,,S&P 500 TR USD,,,,,
Strong Blue Chip Inv,Strong Equity Funds Inc,,FOUSA00GZO,19970701,Large Growth,U.S. Equity,Inv,Yes,19970701,,No,20050408,Merged,Wells Fargo Advantage Large Co Gr Inv,,"127,922,839.0000000000","127,922,839.0000000000",,,,,S&P 500 TR USD,,,,,
ING DIRECT International Growth O,ING Funds,,FOUSA02TXV,20010801,Foreign Large Blend,International Equity,Other,No,19911223,,No,20071207,Merged,ING Index Plus International Equity O,,"90,290,105.0000000000","127,700,520.0000000000",,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
ING International Equity A,ING Funds,,FOUSA00B9P,19940415,Foreign Large Blend,International Equity,A,No,19911223,,No,20071207,Merged,ING Index Plus International Equity A,,"24,545,705.0000000000","127,700,520.0000000000",,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
ING International Equity B,ING Funds,,FOUSA00KTF,19990301,Foreign Large Blend,International Equity,B,No,19911223,,No,20071207,Merged,ING Index Plus International Equity B,,"4,265,071.0000000000","127,700,520.0000000000",,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
ING International Equity C,ING Funds,,FOUSA00FYY,19980630,Foreign Large Blend,International Equity,C,No,19911223,,No,20071207,Merged,ING Index Plus International Equity C,,"2,333,480.0000000000","127,700,520.0000000000",,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
ING International Equity I,ING Funds,,FOUSA00BA7,19911223,Foreign Large Blend,International Equity,Inst,Yes,19911223,,No,20071207,Merged,ING Index Plus International Equity I,,"6,266,159.0000000000","127,700,520.0000000000",,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Dreyfus Premier Short Term Income A,BNY Mellon,,FOUSA02W1A,20021101,Short-Term Bond,Taxable Bond,A,No,19920818,DSTIX,No,20060324,Merged,Dreyfus Short Term Income D,,"10,474,000.0000000000","127,383,076.0000000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,," -0.7660000000",0.3650000000,,
Trust for Credit Unions Tar Mat 96,,,FOUSA00LQJ,19930701,Short Government,Taxable Bond,,No,,,No,19960627,Liquidated,,,"126,853,599.0000000000","126,853,599.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Wachovia GA Municipal Bond A,Wachovia Funds,,FOUSA00CBB,19941226,Muni Single State Long,Municipal Bond,A,Yes,19941226,,No,20020610,Merged,Evergreen GA Municipal Bond A,,"4,669,470.0000000000","126,671,563.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Wachovia GA Municipal Bond Y,Wachovia Funds,,FOUSA00GWH,19960723,Muni Single State Long,Municipal Bond,Inst,No,19941226,,No,20020610,Merged,Evergreen GA Municipal Bond I,,"122,002,093.0000000000","126,671,563.0000000000",,,,,BBgBarc Municipal TR USD,,,,,
Nuveen Core Bond S,Nuveen,,FOUSA02TP5,20001127,Intermediate Core Bond,Taxable Bond,S,No,19930105,FINIX,No,20040528,Liquidated,,,"9,314,725.0000000000","126,585,202.5400000000",,,,,BBgBarc US Agg Bond TR USD,," -0.4810000000",0.8610000000,,
Diversification,,,FOUSA00M6X,19610727,Large Growth,U.S. Equity,,Yes,19610727,,No,19981218,Merged,Eaton Vance Tx-Mgd Growth 1.0,,"126,557,428.0000000000","126,557,428.0000000000",,,,,S&P 500 TR USD,,,,,
Kemper New Europe A {merge to 18902},Scudder,,FOUSA00OYP,19990907,Europe Stock,International Equity,A,No,19990902,,No,20000903,Merged,Scudder New Europe A,,"61,660,363.0000000000","126,534,798.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Scudder New Europe A,Scudder,,FOUSA00KLH,19990903,Europe Stock,International Equity,A,No,19990902,,No,20050311,Merged,DWS World Dividend A,,"107,966,222.0000000000","126,534,798.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Scudder New Europe B,Scudder,,FOUSA00KOQ,19990907,Europe Stock,International Equity,B,No,19990902,,No,20050311,Merged,Deutsche World Dividend B,,"11,945,554.0000000000","126,534,798.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Scudder New Europe C,Scudder,,FOUSA00GJE,19990902,Europe Stock,International Equity,C,Yes,19990902,,No,20050311,Merged,DWS World Dividend C,,"6,606,405.0000000000","126,534,798.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Scudder New Europe Instl,Scudder,,FOUSA02VDO,20020819,Europe Stock,International Equity,Inst,No,19990902,,No,20050311,Merged,DWS World Dividend Inst,,"16,617.0000000000","126,534,798.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Wachovia Intermediate Fixed-Income A,Wachovia Funds,,FOUSA00BUQ,19930129,Intermediate Core Bond,Taxable Bond,A,Yes,19930129,,No,20020610,Merged,Evergreen Shrt-Interm Bond A,,"2,656,116.0000000000","126,311,708.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -0.7850000000",0.8060000000,,
Wachovia Intermediate Fixed-Income B,Wachovia Funds,,FOUSA02SXN,20001212,Intermediate Core Bond,Taxable Bond,B,No,19930129,,No,20020610,Merged,Evergreen Shrt-Interm Bond B,,158.0000000000,"126,311,708.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Wachovia Intermediate Fixed-Income C,Wachovia Funds,,FOUSA02SXH,20001212,Intermediate Core Bond,Taxable Bond,C,No,19930129,,No,20020610,Merged,Evergreen Shrt-Interm Bond C,,"20,922.0000000000","126,311,708.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Wachovia Intermediate Fixed-Income Y,Wachovia Funds,,FOUSA00J39,19980327,Intermediate Core Bond,Taxable Bond,Inst,No,19930129,,No,20020610,Merged,Evergreen Shrt-Interm Bond I,,"123,634,670.0000000000","126,311,708.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -0.5640000000",0.8070000000,,
Exchange Fund of Boston,,,FOUSA00MAA,19630905,Large Growth,U.S. Equity,,Yes,19630905,,No,19981218,Merged,Eaton Vance Tx-Mgd Growth 1.0,,"126,155,633.0000000000","126,155,633.0000000000",,,,,S&P 500 TR USD,,,,,
SunAmerica GNMA I,AIG,,FOUSA02U5J,20011119,Intermediate Government,Taxable Bond,Inst,No,19830425,GNMBX,No,20040227,Liquidated,,,"7,774,293.0000000000","126,125,689.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
SunAmerica GNMA X,AIG,,FOUSA0565G,20020318,Intermediate Government,Taxable Bond,Inst,No,19830425,GNMBX,No,20050708,Liquidated,,,"1,047,856.0000000000","126,125,689.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -1.2060000000",1.0810000000,,
Legg Mason Partners Strategic Bond A,Legg Mason,SSTAX,FOUSA00DZ1,19950222,Multisector Bond,Taxable Bond,A,No,19950222,SSTOX,No,20070302,Merged,Western Asset Income A,,"59,051,890.0000000000","126,108,052.0000000000",,1 Star,,,BBgBarc US Agg Bond TR USD,,0.9990000000,0.8990000000,,
Legg Mason Partners Strategic Bond B,Legg Mason,SBSBX,FOUSA00DMT,19950222,Multisector Bond,Taxable Bond,B,No,19950222,SSTOX,No,20070302,Merged,Western Asset Global Strategic Income B,,"36,480,538.0000000000","126,108,052.0000000000",,1 Star,,,BBgBarc US Agg Bond TR USD,,0.2680000000,0.9090000000,,
Legg Mason Partners Strategic Bond C,Legg Mason,SSTCX,FOUSA00FXB,19950222,Multisector Bond,Taxable Bond,C,No,19950222,SSTOX,No,20070302,Merged,Western Asset Income C1,,"29,831,417.0000000000","126,108,052.0000000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,,0.5270000000,0.9070000000,,
Legg Mason Partners Strategic Bond I,Legg Mason,SASYX,FOUSA05HCW,20030910,Multisector Bond,Taxable Bond,Inst,No,19950222,SSTOX,No,20070302,Merged,Western Asset Income I,,"375,426.0000000000","126,108,052.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Legg Mason Partners Strategic Bond O,Legg Mason,SSTOX,FOUSA00EQO,19950222,Multisector Bond,Taxable Bond,Other,Yes,19950222,SSTOX,No,20070302,Merged,Western Asset Income I,,"368,781.0000000000","126,108,052.0000000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,,1.0490000000,0.9090000000,,
Strategic Partners Mid Cap Val A,PGIM Investments,,FOUSA02VH0,20020531,Mid-Cap Blend,U.S. Equity,A,No,20020531,,No,20051125,Merged,PGIM QMA Mid-Cap Value A,,"20,271,328.0000000000","125,862,158.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
Strategic Partners Mid Cap Val B,PGIM Investments,,FOUSA02VGX,20020531,Mid-Cap Blend,U.S. Equity,B,No,20020531,,No,20051125,Merged,PGIM QMA Mid-Cap Value B,,"52,644,529.0000000000","125,862,158.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Strategic Partners Mid Cap Val C,PGIM Investments,,FOUSA02VGY,20020531,Mid-Cap Blend,U.S. Equity,C,No,20020531,,No,20051125,Merged,PGIM QMA Mid-Cap Value C,,"38,074,486.0000000000","125,862,158.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Strategic Partners Mid Cap Val Z,PGIM Investments,,FOUSA02VGZ,20020531,Mid-Cap Blend,U.S. Equity,Inst,Yes,20020531,,No,20051125,Merged,Prudential Mid Cap Value L,,"14,871,815.0000000000","125,862,158.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Fidelity Short-Intermediate Govt,Fidelity Investments,,FOUSA00MCW,19910913,Short Government,Taxable Bond,,Yes,19910913,,No,19990429,Merged,Fidelity® Intermediate Government Income,,"125,748,500.0000000000","125,748,500.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
HighMark Value Momentum Inst,Kemper Investors Life Insurance Co,,FOUSA00I8G,19990930,Large Value,U.S. Equity,,Yes,19990930,,No,20010112,Liquidated,,,"125,377,323.0000000000","125,377,323.0000000000",,,,,S&P 500 TR USD,,,,,
Old Mutual Strategic Small Company Adv,Touchstone,,FOUSA04AXG,20020830,Foreign Small/Mid Growth,International Equity,Adv,No,19961231,TNSYX,No,20071130,Liquidated,,,"498,941.0000000000","125,186,925.5600000000",,4 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Old Mutual Strategic Small Company R,Touchstone,,FOUSA05U9Z,20061220,Foreign Small/Mid Growth,International Equity,Retirement,No,19961231,TNSYX,No,20071212,Liquidated,,,337.0000000000,"125,186,925.5600000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Expedition Equity Instl,Expedition Funds,,FOUSA00GNQ,19970613,Large Blend,U.S. Equity,Inst,Yes,19970613,,No,20050225,Merged,Goldman Sachs US Equity Insights Instl,,"104,681,574.0000000000","124,907,025.0000000000",,,,,S&P 500 TR USD,,,,,
Expedition Equity Inv A,Expedition Funds,,FOUSA00G9I,19971124,Large Blend,U.S. Equity,A,No,19970613,,No,20050225,Merged,Goldman Sachs US Equity Insights A,,"6,436,018.0000000000","124,907,025.0000000000",,,,,S&P 500 TR USD,,,,,
Expedition Equity Inv B,Expedition Funds,,FOUSA00GJB,19981116,Large Blend,U.S. Equity,B,No,19970613,,No,20050225,Merged,Goldman Sachs US Equity Insights B,,"13,789,433.0000000000","124,907,025.0000000000",,,,,S&P 500 TR USD,,,,,
Merrill Lynch International Equity A,Merrill Lynch,,FOUSA00BJ1,19930730,Foreign Large Blend,International Equity,A,Yes,19930730,,No,20040820,Merged,BlackRock International Value Inv A,,"150,772,410.0000000000","124,783,512.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Merrill Lynch International Equity B,Merrill Lynch,,FOUSA00BJ7,19930802,Foreign Large Blend,International Equity,B,No,19930730,,No,20040820,Merged,BlackRock International Value Inv B,,"17,098,551.0000000000","124,783,512.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Merrill Lynch International Equity C,Merrill Lynch,,FOUSA00EUZ,19941021,Foreign Large Blend,International Equity,C,No,19930730,,No,20040823,Merged,BlackRock International Value Inv C,,"12,038,655.0000000000","124,783,512.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Merrill Lynch International Equity I,Merrill Lynch,,FOUSA00CMO,19941021,Foreign Large Blend,International Equity,Inst,No,19930730,,No,20040820,Merged,BlackRock International Value Instl,,"112,744,857.0000000000","124,783,512.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Regions Morgan Keegan Select Value B,Regions Morgan Keegan Select Funds,,FOUSA00B7G,19941219,Large Blend,U.S. Equity,B,Yes,19941219,,No,20040614,Merged,Regions Morgan Keegan Select Value A,,"19,659,409.0000000000","124,481,697.0000000000",,,,,S&P 500 TR USD,,,,,
Columbia Tax-Exempt Insured A,Columbia,,FOUSA00BR9,19851120,Muni National Long,Municipal Bond,A,Yes,19851120,,No,20060922,Merged,Columbia Tax-Exempt A,,"103,643,171.0000000000","124,475,656.0000000000",,2 Stars,,,BBgBarc Municipal TR USD,,,,,
Columbia Tax-Exempt Insured B,Columbia,CEIBX,FOUSA00BPS,19920505,Muni National Long,Municipal Bond,B,No,19851120,,No,20060922,Merged,Columbia Tax-Exempt B,,"12,261,938.0000000000","124,475,656.0000000000",,1 Star,,,BBgBarc Municipal TR USD,,,,,
Columbia Tax-Exempt Insured C,Columbia,CEINX,FOUSA00GUM,19970801,Muni National Long,Municipal Bond,C,No,19851120,,No,20060922,Merged,Columbia Tax-Exempt C,,"8,570,547.0000000000","124,475,656.0000000000",,2 Stars,,,BBgBarc Municipal TR USD,,,,,
FTI Bond,FTI Funds,,FOUSA00L3M,19981208,Intermediate Core Bond,Taxable Bond,,Yes,19981208,,No,20020328,Merged,Franklin Total Return Adv,,"124,472,529.0000000000","124,472,529.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -1.7680000000",1.0490000000,,
Principal Limited-Term Bond A,Principal Funds,,FOUSA00KE2,19960229,Short-Term Bond,Taxable Bond,A,Yes,19960229,,No,20050630,Merged,Principal Short-Term Bond A,,"124,407,156.0000000000","124,407,156.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -0.7260000000",0.5220000000,,
Principal Limited-Term Bond B,Principal Funds,,FOUSA00IQX,19960229,Short-Term Bond,Taxable Bond,B,No,19960229,,No,20050228,Merged,Principal Limited-Term Bond A,,"17,478,473.0000000000","124,407,156.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -0.9710000000",0.5280000000,,
Principal Limited-Term Bond C,Principal Funds,,FOUSA00IQH,19990630,Short-Term Bond,Taxable Bond,C,No,19960229,,No,20020201,Merged,Principal Limited-Term Bond A,,"997,469.0000000000","124,407,156.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Principal Limited-Term Bond R,Principal Funds,,FOUSA00GI8,19960229,Short-Term Bond,Taxable Bond,Retirement,No,19960229,,No,20011231,Merged,Principal Limited-Term Bond A,,"5,939,291.0000000000","124,407,156.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -1.1900000000",0.6910000000,,
American Century CA Ltd-Term T/F Inv,American Century Investments,,FOUSA00BDW,19920601,Muni California Intermediate,Municipal Bond,Inv,Yes,19920601,,No,20070831,Merged,American Century CA Interm-T T-Fr Bd Inv,,"124,269,851.0000000000","124,269,851.0000000000",,3 Stars,,,BBgBarc Municipal TR USD,,,,,
CDC Nvest Star Value Y,,,FOUSA00D43,19940331,Large Blend,U.S. Equity,Inst,No,19700605,,No,20021209,Liquidated,,,"6,841,951.0000000000","124,051,927.0000000000",,,,,S&P 500 TR USD,,,,,
Natixis Value A,,,FOUSA00E4J,19700605,Large Blend,U.S. Equity,A,Yes,19700605,,No,20071026,Merged,Loomis Sayles Value A,,"106,114,322.0000000000","124,051,927.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
Natixis Value B,,NEVBX,FOUSA00CE9,19930913,Large Blend,U.S. Equity,B,No,19700605,,No,20071026,Merged,Loomis Sayles Value B,,"15,047,413.0000000000","124,051,927.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
Natixis Value C,,NECVX,FOUSA00F0G,19941230,Large Blend,U.S. Equity,C,No,19700605,,No,20071026,Merged,Loomis Sayles Value C,,"2,890,192.0000000000","124,051,927.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Second Fiduciary Exchange,Safeco Common Stock Trust,,FOUSA00NH2,19670605,Large Blend,U.S. Equity,,Yes,19670605,,No,19981218,Merged,Eaton Vance Tx-Mgd Growth 1.0,,"123,635,761.0000000000","123,635,761.0000000000",,,,,S&P 500 TR USD,,,,,
Oppenheimer Directors,OppenheimerFunds,,FOUSA00N69,19781228,,,,Yes,19781228,,No,19910621,Merged,Oppenheimer Capital Appreciation A,,"123,600,000.0000000000","123,600,000.0000000000",,,,,,,,,,
T. Rowe Price Short-Term U.S. Govt,,,FOUSA00NA6,19910930,Short-Term Bond,Taxable Bond,,Yes,19910930,,No,20001101,Merged,T. Rowe Price Short-Term Bond,,"123,518,049.0000000000","123,518,049.0000000000",,,,,BBgBarc US Agg Bond TR USD,," -0.5940000000",0.5490000000,,
Legg Mason Partners Mult Disc LCp G&V A,Legg Mason,,FOUSA00IIM,19990831,Large Blend,U.S. Equity,A,No,19990716,,No,20070202,Merged,Legg Mason Cap Mgmt All Cap A,,"36,967,086.0000000000","123,502,705.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Legg Mason Partners Mult Disc LCp G&V B,Legg Mason,,FOUSA00HEQ,19990831,Large Blend,U.S. Equity,B,No,19990716,,No,20070202,Merged,Legg Mason Cap Mgmt All Cap B,,"47,966,995.0000000000","123,502,705.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Legg Mason Partners Mult Disc LCp G&V C,Legg Mason,SPSLX,FOUSA00JR2,19990831,Large Blend,U.S. Equity,C,No,19990716,,No,20070202,Merged,Legg Mason Cap Mgmt All Cap C,,"38,568,624.0000000000","123,502,705.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
"CIGNA Sm Cap Val/Perkins,Wolf,MCD Inst",CIGNA,,FOUSA04B04,20000121,Small Value,U.S. Equity,Inst,No,20000120,,No,20040913,Liquidated,,,"48,092,413.0000000000","123,494,687.0000000000",,,,,S&P 500 TR USD,,,,,
"CIGNA Sm Cap Val/Perkins,Wolf,MCD Prem",CIGNA,,FOUSA04B05,20000121,Small Value,U.S. Equity,Other,No,20000120,,No,20040929,Liquidated,,,"47,138,923.0000000000","123,494,687.0000000000",,,,,S&P 500 TR USD,,,,,
"CIGNA Sm Cap Val/Perkins,Wolf,MCD Ret",CIGNA,,FOUSA04ACX,20000120,Small Value,U.S. Equity,Adv,Yes,20000120,,No,20040929,Liquidated,,,"28,263,351.0000000000","123,494,687.0000000000",,,,,S&P 500 TR USD,,,,,
AXP Growth Dimensions A,Columbia,,FOUSA005KM,20000626,Large Growth,U.S. Equity,A,No,20000626,,No,20040625,Merged,RiverSource New Dimensions A,,"119,594,195.0000000000","123,364,198.0000000000",,,,,S&P 500 TR USD,,,,,
AXP Growth Dimensions B,Columbia,,FOUSA009RS,20000626,Large Growth,U.S. Equity,B,No,20000626,,No,20040525,Merged,RiverSource New Dimensions B,,"58,064,341.0000000000","123,364,198.0000000000",,,,,S&P 500 TR USD,,,,,
AXP Growth Dimensions C,Columbia,,FOUSA005OW,20000626,Large Growth,U.S. Equity,C,No,20000626,,No,20040625,Merged,RiverSource New Dimensions C,,"3,746,608.0000000000","123,364,198.0000000000",,,,,S&P 500 TR USD,,,,,
AXP Growth Dimensions Y,Columbia,,FOUSA009QJ,20000626,Large Growth,U.S. Equity,Inst,Yes,20000626,,No,20040625,Merged,RiverSource New Dimensions Y,,"23,395.0000000000","123,364,198.0000000000",,,,,S&P 500 TR USD,,,,,
Blackrock Asset Allocation Svc,BlackRock,,FOUSA00F7Q,19930729,Allocation--50% to 70% Equity,Allocation,Inst,No,19900514,,No,20050208,Liquidated,,,"2,373,543.0000000000","123,364,155.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
BlackRock Balanced Instl,BlackRock,,FOUSA00CKP,19920501,Allocation--50% to 70% Equity,Allocation,Inst,No,19900514,,No,20050131,Merged,BlackRock Tactical Opportunities Instl,,"11,369,285.0000000000","123,364,155.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
BlackRock Balanced Inv A,BlackRock,,FOUSA00EHF,19900514,Allocation--50% to 70% Equity,Allocation,A,Yes,19900514,,No,20050131,Merged,BlackRock Tactical Opportunities Inv A,,"64,743,979.0000000000","123,364,155.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
BlackRock Balanced Inv B,BlackRock,,FOUSA00BFX,19941004,Allocation--50% to 70% Equity,Allocation,B,No,19900514,,No,20050131,Merged,BlackRock Tactical Opportunities Inv B,,"39,790,502.0000000000","123,364,155.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
BlackRock Balanced Inv C,BlackRock,,FOUSA00KW4,19961223,Allocation--50% to 70% Equity,Allocation,C,No,19900514,,No,20050131,Merged,BlackRock Tactical Opportunities Inv C,,"5,086,846.0000000000","123,364,155.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
JPMorgan Multi-Manager Small Cap Growth,JPMorgan,JMSGX,FOUSA0582Z,20030228,Small Growth,U.S. Equity,No Load,Yes,20030228,JMSGX,No,20070427,Liquidated,,,"123,180,214.0000000000","123,180,214.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
Dreyfus Premier Sel Intm Muni Bond A,Dreyfus,DPASX,FOUSA04AGE,20030331,Muni National Interm,Municipal Bond,A,No,19940504,DBIMX,No,20070320,Merged,Dreyfus AMT-Free Municipal Bond A,,"22,839,000.0000000000","123,146,000.0000000000",,2 Stars,,,BBgBarc Municipal TR USD,,,,,
Dreyfus Premier Sel Intm Muni Bond B,Dreyfus,DPBSX,FOUSA04AGF,20030331,Muni National Interm,Municipal Bond,B,No,19940504,DBIMX,No,20070320,Merged,Dreyfus AMT-Free Municipal Bond B,,"1,688,000.0000000000","123,146,000.0000000000",,2 Stars,,,BBgBarc Municipal TR USD,,,,,
Dreyfus Premier Sel Intm Muni Bond C,Dreyfus,DPCSX,FOUSA04AGG,20030331,Muni National Interm,Municipal Bond,C,No,19940504,DBIMX,No,20070320,Merged,Dreyfus AMT-Free Municipal Bond C,,"4,896,000.0000000000","123,146,000.0000000000",,2 Stars,,,BBgBarc Municipal TR USD,,,,,
Dreyfus Premier Sel Intm Muni Bond Z,Dreyfus,DBIMX,FOUSA00FTM,19940504,Muni National Interm,Municipal Bond,Inst,Yes,19940504,DBIMX,No,20070320,Merged,Dreyfus AMT-Free Municipal Bond Z,,"93,723,000.0000000000","123,146,000.0000000000",,4 Stars,,,BBgBarc Municipal TR USD,,,,,
